utt_id,wav_path,word_index,word_text,t_start,t_end,duration,ipa_canonical,mfa_phones,asr_phones
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,4,tue,3.010,3.350,0.340,t uː ə,tʰ uː ə,ts.h u5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,5,um,3.350,3.470,0.120, ʊ m,ʊ m,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,6,die,3.470,3.580,0.110,d iː,d iː,i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,7,umwelt,3.580,3.950,0.370, ʊ m v ɛ l t,ʊ m v ɛ l t,ʊ n v ɛ t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,8,zu,3.950,4.060,0.110,ts uː,ts uː,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,9,schützen,4.060,4.480,0.420,ʃ ʏ ts ə n,ʃ ʏ ts n̩,ʃ ɜː ts n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,10,das,4.480,4.690,0.210,d a s,d aː s,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,11,sind,4.690,4.990,0.300,z ɪ n t,z ɪ n t,ɪ n ts.
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,12,ganz,5.250,5.520,0.270,ɡ a n ts,ɡ a n ts,k a n s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,13,simple,5.520,5.840,0.320,z ɪ m p l ə,z ɪ m p l ə,ɪ m p l ɚ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,14,sachen,5.840,6.240,0.400,z a x ə n,z a x ə n,z aː ħ m
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,15,ich,6.240,6.570,0.330, ɪ ç,ɪ ç,iː
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,16,würde,6.610,7.030,0.420,v ʏ ɾ d ə,v ʏ d ə,ʔ m
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,17,niemals,7.670,8.880,1.210,n iː m ɑː l s,n iː m aː l s,v yː ɾ d ə n iː m a l ts
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,18,irgendwelchen,10.330,11.200,0.870, ɪ ɾ ɡ ə n d v ɛ l ç ə n,ɪ ʁ ɡ ə n t v ɛ l ç ə n,iː ɡ ə n f ɛ ç n ə
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,19,müll,11.360,11.700,0.340,m ʏ l,m ʏ l,m j
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,20,taschentücher,11.700,12.350,0.650,t a ʃ ə n t ʏ ç ɜ,spn,t a s t yː ɕ iː
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,21,abfall,12.350,13.620,1.270, a p f a l,a p f a l,a a p f aɪ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,22,von,13.620,13.950,0.330,f ɔ n,f ɔ n,s ɔ n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,23,konsumierten,13.950,15.770,1.820,k ɔ n z uː m iː ɾ t ə n,spn,f ɔ n s t ɛ ɾ k ɔ z ə n b iː ɛ t ə n ə
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,24,sachen,15.770,16.070,0.300,z a x ə n,z a x ə n,z a x n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,25,oder,16.070,16.210,0.140, oː d ɜ,oː d ɐ,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,26,sowas,16.210,16.500,0.290,z oː v ɑː s,z oː v a s,z u
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,27,in,16.500,16.610,0.110, ɪ n,ɪ n,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,28,die,16.610,16.710,0.100,d iː,d iː,d
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,29,natur,16.710,17.140,0.430,n a t uː ɾ,n a tʰ uː ɐ,n a t uː v
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,30,werfen,17.140,17.520,0.380,v ɛ ɾ f ə n,v ɛ ʁ f ə n,ɛ f ə n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,31,ich,18.060,18.420,0.360, ɪ ç,ɪ ç,ɛ s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,32,gehöre,18.450,19.060,0.610,ɡ ə h øː r ə,ɡ ə h øː ɐ,a n aː ɡ u h a r
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,33,eher,19.060,19.280,0.220, eː ɜ,eː ɐ,ei5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,34,zu,19.280,19.430,0.150,ts uː,ts uː,s. ə5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,35,den,19.430,19.530,0.100,d eː n,d ɛ n,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,36,leuten,19.530,19.890,0.360,l ɔø t ə n,l ɔʏ tʰ n̩,l aɪ t n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,37,die,19.890,20.210,0.320,d iː,d iː,t i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,38,wenn,20.680,21.010,0.330,v ɛ n,v ɛ n,v a n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,39,sie,21.010,21.330,0.320,z iː,z iː,s. i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,40,im,21.330,21.730,0.400, ɪ m,ɪ m,a m
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,41,park,22.230,22.570,0.340,p a ɾ k,pʰ a ʁ k,p a k
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,42,oder,22.570,22.680,0.110, oː d ɜ,oː d ɐ,o ɾ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,43,im,22.680,22.790,0.110, ɪ m,ɪ m,n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,44,see,22.790,23.010,0.220,z eː,z eː,s i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,45,spazieren,23.010,23.540,0.530,ʃ p a ts iː r ə n,ʃ p a ts iː ʁ ə n,ʃ p a ts iː ɪ ŋ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,46,gehen,23.540,23.750,0.210,ɡ eː ə n,ɟ eː ə n,tɕh i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,47,und,24.160,24.650,0.490, ʊ n t,ʊ n t,ɑ n t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,48,einfach,24.650,25.400,0.750, aɪ n f a x,aj n f a x,aɪ n f a x
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,49,unmöglich,25.400,26.010,0.610, ʊ n m øː k l ɪ ç,ʊ n m øː k l ɪ ç,ʊ n m øː k l ɪ ʃ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,50,viel,26.010,26.260,0.250,f iː l,f iː l,i l
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,51,müll,26.260,26.880,0.620,m ʏ l,m ʏ l,m a ɹ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,52,verteilt,26.920,27.490,0.570,f ɛ ɾ t aɪ l t,f ɛ ɐ tʰ aj l t,f ɜː t eɪ l ɪ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,53,sehen,27.490,27.800,0.310,z eː ə n,z eː ə n,i5 n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,54,mit,28.280,28.350,0.070,m ɪ t,m ɪ t,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,55,dem,28.350,28.420,0.070,d eː m,d ə m,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,56,gedankenspielen,28.420,29.550,1.130,ɡ ə d a n k ə n ʃ p iː l ə n,spn,a m m ɪ t ɪ b ɡ ɪ d a ŋ n ʃ p ɪ n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,57,das,29.550,29.730,0.180,d a s,d aː s,a s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,58,aufzuheben,29.730,30.570,0.840, aʊ f ts uː h eː b ə n,aw f ts uː h eː b ə n,ɑː f ts ɚ h ɪ m
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,59,was,30.570,30.750,0.180,v a s,v a s,a s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,60,ich,31.030,31.320,0.290, ɪ ç,ɪ ç,e s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,61,auch,31.410,31.480,0.070, aʊ x,aw x,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,62,ab,31.480,31.620,0.140, a p,a p,a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,63,und,31.620,31.710,0.090, ʊ n t,ʊ n,a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,64,zu,31.710,31.830,0.120,ts uː,ts uː,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,65,tue,31.830,32.240,0.410,t uː ə,tʰ uː ə,th u5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,66,aber,32.240,32.460,0.220, ɑː b ɜ,a b ɐ,a b a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,67,nicht,32.460,32.920,0.460,n ɪ ç t,n ɪ ç,n eɪ s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,68,regelmäßig,33.000,33.920,0.920,r eː ɡ ə l m ɛː s ɪ ç,spn,ʃ iː l x u m h i s n i ʃ t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,69,aber,34.130,34.490,0.360, ɑː b ɜ,a b ɐ,a b a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,70,es,34.760,34.890,0.130, ɛ s,ɛ s,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,71,kommt,34.890,35.460,0.570,k ɔ m t,kʰ ɔ m t,h aː n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,72,vor,36.270,36.500,0.230,f ɔ ɾ,f oː ɐ,s k o
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,73,dass,36.500,36.660,0.160,d a s,d a s,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,74,wir,36.660,37.250,0.590,v iː ɾ,v iː ɐ,oː l ɪ s m ɪ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,75,mit,37.250,37.420,0.170,m ɪ t,m ɪ t,m a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,76,so,37.420,37.560,0.140,z oː,z oː,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,77,einer,37.560,37.680,0.120, aɪ n ɜ,aj n ɐ,a t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,78,greifzange,37.680,38.310,0.630,ɡ ɾ aɪ f ts a ŋ ə,spn,r aɪ f t ts a ŋ eː b
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,79,bewaffnet,38.310,38.980,0.670,b ə v a f n ə t,b ə v a f n ə t,ð ə v æ s t n ɪ s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,80,rausgehen,38.980,39.490,0.510,r aʊ s ɡ eː ə n,ʁ aw s ɟ eː ə n,aʊ s k ɪ n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,81,und,39.490,39.790,0.300, ʊ n t,ʊ n t,ɔ n t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,82,den,40.370,40.480,0.110,d eː n,d eː n,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,83,müll,40.480,40.680,0.200,m ʏ l,m ʏ l,m l
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,84,aufsammeln,40.680,41.110,0.430, aʊ f z a m ə l n,spn,a s a m i n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,85,weil,41.110,41.450,0.340,v aɪ l,v aj l,m a l
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,86,die,41.450,41.960,0.510,d iː,d ɪ,th i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,87,menschen,42.190,42.500,0.310,m ɛ n ʃ ə n,m ɛ n ʃ ə n,m a n tʃ i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,88,teilweise,42.500,42.920,0.420,t aɪ l v aɪ z ə,tʰ aj l v aj z ə,th ai5 p a5 tɕh
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,89,ja,42.920,42.990,0.070,j ɑː,j aː,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,90,nicht,42.990,43.180,0.190,n ɪ ç t,n ɪ ç t,m i s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,91,in,43.180,43.240,0.060, ɪ n,ɪ n,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,92,der,43.240,43.330,0.090,d ɛ ɾ,d eː ʁ,a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,93,lage,43.330,43.580,0.250,l ɑː ɡ ə,l aː ɡ ə,m a s k i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,94,dazu,43.580,43.840,0.260,d ɑː ts uː,d a ts uː,r a s u
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,95,sind,43.840,44.100,0.260,z ɪ n t,z ɪ n t,z i n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,96,obwohl,44.100,44.360,0.260, ɔ p v oː l,ɔ p v oː l,a b
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,97,der,44.360,44.450,0.090,d ɛ ɾ,d eː ʁ,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,98,mülleimer,44.450,44.840,0.390,m ʏ l aɪ m ɜ,m ʏ l aj m ɐ,m y l aɪ b a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,99,vorhanden,44.840,45.290,0.450,f oː ɾ h a n d ə n,f oː ɐ h a n d n̩,f a h a n ə
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,100,ist,45.290,45.480,0.190, ɪ s t,ɪ s t,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,101,das,45.480,45.600,0.120,d a s,d aː s,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,102,da,45.600,45.710,0.110,d ɑː,d aː,a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,103,reinzuwerfen,45.710,45.920,0.210,r aɪ n ts uː v ɜ f ə n,spn,ai5 ts
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,104,das,45.920,46.100,0.180,d a s,d aː s,d a f
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,105,sind,46.470,46.590,0.120,z ɪ n t,z ɪ n,t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,106,so,46.590,46.690,0.100,z oː,z oː,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,107,kleinigkeiten,46.690,47.350,0.660,k l aɪ n ɪ ç k aɪ t ə n,k l aj n ɪ ç kʰ aj tʰ n̩,p l aɪ n ɪ s t aɪ t ə n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,108,und,47.860,48.220,0.360, ʊ n t,ʊ n t,u n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,109,was,48.220,48.910,0.690,v a s,v a s,aː m b a s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,110,ich,48.910,49.200,0.290, ɪ ç,ɪ ç,i s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,111,hauptsächlich,49.370,49.950,0.580,h aʊ p t z ɛ ç l ɪ ç,h aw p t z ɛ ç l ɪ ç,h a p ts e ʃ iː
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,112,noch,49.950,50.110,0.160,n ɔ x,n ɔ x,n u
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,113,tue,50.110,50.430,0.320,t uː ə,tʰ uː ə,th u5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,114,um,50.430,50.710,0.280, ʊ m,ʊ m,ʔ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,115,die,50.710,51.090,0.380,d iː,d iː,t i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,116,umwelt,51.090,51.380,0.290, ʊ m v ɛ l t,ʊ m v ɛ l t,u b a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,117,zu,51.380,51.470,0.090,ts uː,ts uː,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,118,schützen,51.470,51.920,0.450,ʃ ʏ ts ə n,ʃ ʏ ts ə n,ʃ y ts ə n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,119,ich,52.660,53.030,0.370, ɪ ç,ɪ ç,i s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,120,respektiere,54.360,55.060,0.700,r ɛ s p ɛ k t iː r ə,ʁ ɛ s p ɛ k tʰ iː ʁ ə,ɾ a s p ɛ k t iː v
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,121,die,55.060,55.190,0.130,d iː,d iː,t i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,122,umwelt,55.190,55.740,0.550, ʊ m v ɛ l t,ʊ m v ɛ l t,ʊ n v ɛ t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,123,ich,55.770,56.150,0.380, ɪ ç,ɪ ç,i s t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,124,schaue,56.760,57.160,0.400,ʃ aʊ ə,ʃ aw ə,ʃ a w
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,125,mir,57.160,57.350,0.190,m iː ɾ,m ə,m a
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,126,die,57.350,57.640,0.290,d iː,d iː,t i5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,127,natur,57.640,58.170,0.530,n a t uː ɾ,n a tʰ uː ɐ,n a t uː
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,128,an,58.170,58.460,0.290, a n,a n,
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,129,ich,58.460,58.800,0.340, ɪ ç,ɪ ç,i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,130,bin,60.080,60.240,0.160,b ɪ n,b ɪ n,b i n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,131,fasziniert,60.240,60.990,0.750,f a s ts iː n iː ɾ t,f a s ts ɪ n iː ɐ t,f ɑː s ts iː n j eː t
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,132,von,60.990,61.330,0.340,f ɔ n,f ɔ n,a5 n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,133,natur,61.440,62.150,0.710,n a t uː ɾ,n a tʰ uː ɐ,n ə1 th u5
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,134,pflanzen,62.940,63.760,0.820,pf l a n ts ə n,pf l a n ts ə n,f l a t ə n ts ə n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,135,und,64.440,64.630,0.190, ʊ n t,ʊ n t,a n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,136,solchen,64.630,64.960,0.330,z oː l ç ə n,z ɔ l ç ə n,o5 ɕ iɜ n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,137,dingen,64.960,65.460,0.500,d ɪ ŋ ə n,d ɪ ŋ n̩,t i5 ŋ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,138,ich,65.920,66.070,0.150, ɪ ç,ɪ ç,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,139,glaube,66.070,66.260,0.190,ɡ l aʊ b ə,ɡ l aw b ə,k ɔ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,140,das,66.290,66.440,0.150,d a s,d aː s,a s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,141,ist,66.440,66.820,0.380, ɪ s t,ɪ s,s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,142,das,67.180,67.360,0.180,d a s,d aː s,t s
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,143,trick,67.360,67.600,0.240,t ɾ ɪ k,t ʁ ɪ k,t i
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,144,zum,67.600,67.810,0.210,ts ʊ m,ts uː m,s a m
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,145,schutz,67.810,68.180,0.370,ʃ ʊ ts,ʃ ʊ ts,ʃ oː
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,146,auf,68.180,68.360,0.180, aʊ f,aw f,f
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,147,jeden,68.360,68.500,0.140,j eː d ə n,j eː d n̩,n
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,148,fall,68.500,68.690,0.190,f a l,f a l,s aɪ
71257,C:\PY\pronuncise_research\mfa_corpus_german\71257.wav,149,bei,68.690,69.120,0.430,b aɪ,b aj,p aː l i
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,0,oh,1.080,1.540,0.460, oː,oː,onɡ5 w ɑu5
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,1,wow,1.830,2.080,0.250,v oː f,v ɔ f,b aː
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,2,wie,2.860,3.180,0.320,v iː,v iː,v iː
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,3,viel,3.180,3.530,0.350,f iː l,f iː l,f iː l
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,4,zeit,3.530,4.060,0.530,ts aɪ t,ts aj t,s aɪ d
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,5,hast,4.280,4.620,0.340,h a s t,h a s t,h a s t
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,6,du,4.620,4.750,0.130,d uː,d uː,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,7,nein,4.750,4.870,0.120,n aɪ n,n aj n,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,8,in,4.870,4.930,0.060, ɪ n,ɪ n,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,9,wirklichkeit,4.930,5.760,0.830,v ɪ ɾ k l ɪ ç k aɪ t,v ɪ ʁ k l ɪ ç kʰ aj t,uei5 f ei5 x ei5
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,10,es,6.760,6.970,0.210, ɛ s,ɛ s,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,11,gibt,7.150,7.840,0.690,ɡ iː p t,ɟ iː p t,ɛ ə n v ɪ k k ɛ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,12,sowas,8.880,9.280,0.400,z oː v ɑː s,z oː v a s,t e b a s
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,13,in,9.280,9.600,0.320, ɪ n,ɪ n,n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,14,meinem,9.600,9.800,0.200,m aɪ n ə m,m aj m,m aɪ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,15,leben,9.800,10.000,0.200,l eː b ə n,l eː b n̩,d i m
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,16,gibt,10.000,10.210,0.210,ɡ iː p t,ɟ ɪ p t,ɡ i t
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,17,es,10.210,10.400,0.190, ɛ s,ə s,s
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,18,nicht,10.400,10.850,0.450,n ɪ ç t,n ɪ ç,m i s
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,19,den,10.880,11.230,0.350,d eː n,d eː n,d iː n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,20,lieblingsfilm,11.230,11.990,0.760,l iː b l ɪ ŋ s f ɪ l m,l iː p l ɪ ŋ s f ɪ l m,d iː p l ɪ ŋ k s f ɜː
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,21,film,12.360,12.500,0.140,f ɪ l m,f ɪ l m,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,22,ist,12.500,12.560,0.060, ɪ s t,ɪ s,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,23,ein,12.560,12.630,0.070, aɪ n,aj n,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,24,wahnsinnig,12.630,13.480,0.850,v ɑː n z ɪ n ɪ ç,v aː n z ɪ n ɪ k,æ s ɪ l m
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,25,tolles,13.480,13.870,0.390,t ɔ l ə s,tʰ ɔ l ə s,s
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,26,medium,13.930,14.610,0.680,m eː d iː ʊ m,m ɛ d ɪ ʊ m,aɪ l m n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,27,es,15.400,15.480,0.080, ɛ s,ɛ s,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,28,gibt,15.480,15.840,0.360,ɡ iː p t,ɟ iː p t,aɪ n ɕ t
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,29,sehr,15.940,16.470,0.530,z eː ɾ,z eː ɐ,ɾ ə s ʌ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,30,viele,17.080,17.390,0.310,f iː l ə,f iː l ə,m eɪ d ɔ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,31,filme,17.390,17.660,0.270,f ɪ l m ə,f ɪ l m ə,a m u n
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,32,die,17.660,18.160,0.500,d iː,d ɪ,t a m
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,33,mich,19.430,19.970,0.540,m ɪ ç,m ɪ ç,i s t e
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,34,auf,20.110,20.240,0.130, aʊ f,aw f,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,35,verschiedenen,20.450,21.020,0.570,f ɛ ɾ ʃ iː d ə n ə n,f ɛ ɐ ʃ iː d ə n ə n,f i5 l əɜ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,36,ebenen,21.130,21.540,0.410, eː b ə n ə n,eː b ə n ə n,ɛ p l y
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,37,berühren,21.570,21.900,0.330,b ə r yː r ə n,b ə ʁ yː ʁ ə n,iɛ5 t əɜ
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,38,und,21.900,22.020,0.120, ʊ n t,ʊ n t,
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,39,ich,22.020,22.530,0.510, ɪ ç,ɪ ç,iɛ5 n f i5 l i.5
71258,C:\PY\pronuncise_research\mfa_corpus_german\71258.wav,40,würde,22.530,22.710,0.180,v ʏ ɾ d ə,v ʏ ʁ d ə,m
